date,duration_sec,duration_min,danceability,energy,tempo,acousticness,loudness,valence,track_count,duration_sec_ma12,duration_sec_ma36,duration_sec_ma60,danceability_ma12,acousticness_ma12,duration_rolling_std
1921-01-01,245.0872105263158,4.084786842105263,0.41766947368421053,0.23601684210526316,101.81852631578947,0.9200947368421053,-16.23341052631579,0.405658947368421,95.0,245.0872105263158,245.0872105263158,245.0872105263158,0.41766947368421053,0.9200947368421053,
1921-02-01,239.97462508122157,3.999577084687026,0.4267556595191683,0.24050926575698506,102.20892072774528,0.9235930149447693,-16.062367056530213,0.42302070175438594,89.33333333333333,242.5309178037687,242.5309178037687,242.5309178037687,0.4222125666016894,0.9218438758934373,3.6151438376217704
1921-03-01,234.86203963612738,3.9143673272687893,0.43584184535412607,0.24500168940870695,102.5993151397011,0.9270912930474334,-15.89132358674464,0.4403824561403508,83.66666666666667,239.97462508122157,239.97462508122157,239.97462508122157,0.42675565951916833,0.9235930149447693,5.112585445094208
1921-04-01,229.74945419103315,3.829157569850552,0.4449280311890838,0.24949411306042885,102.98970955165692,0.9305895711500975,-15.720280116959065,0.45774421052631575,78.0,237.4183323586745,237.4183323586745,237.4183323586745,0.43129875243664717,0.9253421539961014,6.600319428304101
1921-05-01,224.63686874593893,3.743947812432315,0.4540142170240416,0.25398653671215077,103.38010396361274,0.9340878492527616,-15.54923664717349,0.4751059649122807,72.33333333333333,234.86203963612738,234.86203963612738,234.86203963612738,0.43584184535412607,0.9270912930474335,8.083707369361717
1921-06-01,219.52428330084473,3.6587380550140782,0.46310040285899934,0.25847896036387263,103.77049837556855,0.9375861273554256,-15.378193177387915,0.4924677192982456,66.66666666666666,232.30574691358026,232.30574691358026,232.30574691358026,0.44038493827160496,0.9288404320987654,9.564771548074841
1921-07-01,214.4116978557505,3.5735282975958413,0.47218658869395713,0.26297138401559456,104.16089278752438,0.9410844054580897,-15.20714970760234,0.5098294736842105,61.0,229.74945419103315,229.74945419103315,229.74945419103315,0.4449280311890838,0.9305895711500974,11.044446856036565
1921-08-01,209.29911241065628,3.4883185401776045,0.48127277452891487,0.2674638076673164,104.55128719948019,0.9445826835607538,-15.036106237816764,0.5271912280701754,55.33333333333333,227.19316146848604,227.19316146848604,227.19316146848604,0.4494711241065627,0.9323387102014296,12.523225606860834
1921-09-01,204.18652696556208,3.4031087827593676,0.4903589603638726,0.27195623131903834,104.941681611436,0.9480809616634178,-14.865062768031189,0.5445529824561404,49.666666666666664,224.63686874593893,224.63686874593893,224.63686874593893,0.4540142170240416,0.9340878492527617,14.001391877253438
1921-10-01,199.07394152046786,3.3178990253411307,0.4994451461988304,0.2764486549707602,105.33207602339182,0.9515792397660818,-14.694019298245614,0.5619147368421052,44.0,222.0805760233918,222.0805760233918,222.0805760233918,0.4585573099415205,0.9358369883040936,15.479121133193159
1921-11-01,193.96135607537366,3.2326892679228934,0.5085313320337881,0.28094107862248213,105.72247043534763,0.955077517868746,-14.522975828460039,0.5792764912280701,38.33333333333333,219.5242833008447,219.5242833008447,219.5242833008447,0.46310040285899934,0.9375861273554257,16.95652763000964
1921-12-01,188.84877063027943,3.1474795105046565,0.5176175178687459,0.28543350227420405,106.11286484730346,0.9585757959714101,-14.351932358674464,0.5966382456140351,32.666666666666664,216.96799057829762,216.96799057829762,216.96799057829762,0.4676434957764782,0.9393352664067577,18.433688972478045
1922-01-01,183.7361851851852,3.0622697530864196,0.5267037037037037,0.2899259259259259,106.50325925925927,0.9620740740740741,-14.180888888888889,0.614,27.0,211.8554051332034,214.4116978557505,214.4116978557505,0.476729681611436,0.9428335445094218,18.433688972478027
1922-02-01,183.75798522927693,3.0626330871546146,0.5334651675485008,0.28564406966490297,106.97605114638449,0.9634349647266314,-14.087719576719577,0.6153882936507936,35.25,207.17068514554134,212.22214695385952,212.22214695385952,0.4856221406138803,0.9461537069912435,17.76929179254216
1922-03-01,183.77978527336862,3.06299642122281,0.540226631393298,0.28136221340388007,107.4488430335097,0.9647958553791887,-13.994550264550265,0.6167765873015874,43.5,202.91383061531144,210.32598950849348,210.32598950849348,0.49432087278381137,0.9492957538522232,16.61351694008063
1922-04-01,183.80158531746034,3.063359755291005,0.5469880952380952,0.2770803571428571,107.92163492063493,0.9661567460317461,-13.901380952380952,0.618164880952381,51.75,199.08484154251371,208.6682142465539,208.6682142465539,0.502825878121229,0.9522596850923605,15.091513979397789
1922-05-01,183.82338536155206,3.0637230893592005,0.5537495590828924,0.2727985008818342,108.39442680776015,0.9675176366843034,-13.80821164021164,0.6195531746031746,60.0,195.68371792714814,207.20675372390673,207.20675372390673,0.5111371566261332,0.9550455007116557,13.302378408283383
1922-06-01,183.84518540564375,3.0640864234273955,0.5605110229276895,0.26851664462081126,108.86721869488537,0.9688785273368606,-13.715042328042328,0.6209414682539682,68.25,192.71045976921474,205.90888881733656,205.90888881733656,0.519254708298524,0.9576532007101086,11.33049429447889
1922-07-01,183.86698544973547,3.0644497574955905,0.5672724867724868,0.26423478835978836,109.34001058201059,0.970239417989418,-13.621873015873017,0.6223297619047619,76.5,190.16506706871346,204.7487886400944,204.7487886400944,0.5271785331384015,0.9600827850877193,9.252499053489181
1922-08-01,183.88878549382719,3.064813091563786,0.5740339506172839,0.2599529320987654,109.81280246913582,0.9716003086419753,-13.528703703703705,0.6237180555555556,84.75,188.0475398256444,203.70578848278106,203.70578848278106,0.5349086311457656,0.9623342538444878,7.142504563533427
1922-09-01,183.91058553791888,3.065176425631981,0.580795414462081,0.2556710758377425,110.28559435626103,0.9729611992945326,-13.435534391534393,0.6251063492063492,93.0,186.35787804000745,202.76315977112094,202.76315977112094,0.5424450023206163,0.964407606980414,5.0771957839956166
1922-10-01,183.9323855820106,3.0655397597001763,0.5875568783068782,0.25138921957671956,110.75838624338625,0.9743220899470899,-13.34236507936508,0.6264946428571428,101.25,185.09608171180267,201.90721548979775,201.90721548979775,0.5497876466629535,0.9663028444954981,3.1426142975886897
1922-11-01,183.95418562610232,3.0659030937683713,0.5943183421516753,0.24710736331569663,111.23117813051148,0.9756829805996472,-13.249195767195769,0.6278829365079366,109.5,184.2621508410301,201.1266489739849,201.1266489739849,0.5569365641727776,0.9680199663897397,1.4460548090930994
1922-12-01,183.975985670194,3.0662664278365668,0.6010798059964726,0.2428255070546737,111.70397001763669,0.9770438712522046,-13.156026455026456,0.6292712301587302,117.75,183.85608542768964,200.41203800299363,200.41203800299363,0.5638917548500881,0.9695589726631394,0.07860117674501896
1923-01-01,183.99778571428573,3.0666297619047618,0.6078412698412697,0.23854365079365078,112.17676190476192,0.9784047619047619,-13.062857142857144,0.6306595238095238,126.0,183.8778854717813,199.7554679114453,199.7554679114453,0.5706532186948853,0.9709198633156966,0.07860117674504367
1923-02-01,186.34594042158147,3.1057656736930244,0.607060154846852,0.25035102240182516,112.61750575214796,0.9690645844983253,-13.0068377020533,0.6360082332168342,124.58333333333333,184.09354840447338,199.23971685414284,199.23971685414284,0.5767861343030812,0.9713889982966712,0.7126616407062613
1923-03-01,188.69409512887725,3.1449015854812874,0.6062790398524343,0.2621583940099995,113.05824959953401,0.9597244070918887,-12.950818261249456,0.6413569426241444,123.16666666666667,184.50307422576574,198.84913827172562,198.84913827172562,0.5822905016746759,0.9709663776060627,1.4966872156622943
1923-04-01,191.04224983617303,3.18403749726955,0.6054979248580166,0.2739657656181739,113.49899344692007,0.9503842296854521,-12.89479882044561,0.6467056520314548,121.75,185.10646293565847,198.57032082759875,198.57032082759875,0.5871663208096694,0.9696520012438716,2.3844304559018448
1923-05-01,193.39040454346878,3.2231734090578126,0.6047168098635988,0.28577313722634823,113.93973729430611,0.9410440522790156,-12.838779379641766,0.6520543614387652,120.33333333333333,185.90371453415153,198.39170302469768,198.39170302469768,0.5914135917080615,0.9674458692100977,3.32880914762179
1923-06-01,195.73855925076452,3.262309320846075,0.6039356948691811,0.2975805088345226,114.38048114169216,0.931703874872579,-12.782759938837922,0.6574030708460754,118.91666666666667,186.89482902124493,198.30326489889993,198.30326489889993,0.5950323143698525,0.9643479815047408,4.29153084641299
1923-07-01,198.0867139580603,3.3014452326343378,0.6031545798747633,0.30938788044269694,114.82122498907822,0.9223636974661424,-12.726740498034076,0.6627517802533858,117.5,188.0798063969387,198.29627938467928,198.29627938467928,0.5980224887950423,0.9603583381278011,5.238233587048995
1923-08-01,200.43486866535608,3.340581144422601,0.6023734648803456,0.3211952520508713,115.26196883646426,0.9130235200597058,-12.670721057230232,0.6681004896606961,116.08333333333333,189.45864666123273,198.36311029970042,198.36311029970042,0.6003841149836306,0.9554769390792788,6.135578093755266
